id,:@computed_region_cbhk_fwbd,name,:@computed_region_nnqa_25f4,fall,geolocation_coordinates_1,geolocation_coordinates_2,geolocation_type,mass,nametype,recclass,reclat,reclong,year
12435,,Lakangaon,,Fell,76.03333,21.86667,Point,212.5,Valid,Eucrite-mmict,21.866670,76.033330,1910-01-01T00:00:00.000
12451,,Lalitpur,,Fell,78.56667,24.45,Point,372,Valid,L6,24.450000,78.566670,1887-01-01T00:00:00.000
12455,,Lancé,,Fell,1.06667,47.7,Point,51700,Valid,CO3.5,47.700000,1.066670,1872-01-01T00:00:00.000
12456,,Lancon,,Fell,5.11667,43.75,Point,7000,Valid,H6,43.750000,5.116670,1897-01-01T00:00:00.000
12461,,Långhalsen,,Fell,16.73333,58.85,Point,2300,Valid,L6,58.850000,16.733330,1947-01-01T00:00:00.000
12464,,Lanxi,,Fell,126.19611,46.24167,Point,1282,Valid,L6,46.241670,126.196110,1986-01-01T00:00:00.000
12465,,Lanzenkirchen,,Fell,16.23333,47.75,Point,7000,Valid,L4,47.750000,16.233330,1925-01-01T00:00:00.000
12466,,Laochenzhen,,Fell,115.16667,33.13333,Point,14250,Valid,H5,33.133330,115.166670,1987-01-01T00:00:00.000
12740,,Launton,,Fell,-1.11667,51.9,Point,1060,Valid,L6,51.900000,-1.116670,1830-01-01T00:00:00.000
12743,,Lavrentievka,,Fell,51.56667,52.45,Point,800,Valid,L6,52.450000,51.566670,1938-01-01T00:00:00.000
12748,,Le Pressoir,,Fell,0.43333,47.16667,Point,3000,Valid,H5,47.166670,0.433330,1845-01-01T00:00:00.000
12749,,Le Teilleul,,Fell,-0.86667,48.53333,Point,780,Valid,Howardite,48.533330,-0.866670,1845-01-01T00:00:00.000
12755,20,Leedey,608,Fell,-99.33333,35.88333,Point,51500,Valid,L6,35.883330,-99.333330,1943-01-01T00:00:00.000
12756,,Leeuwfontein,,Fell,28.36667,-25.66667,Point,460,Valid,L6,-25.666670,28.366670,1912-01-01T00:00:00.000
12759,,Leighlinbridge,,Fell,-6.96667,52.66667,Point,271.39999999999998,Valid,L6,52.666670,-6.966670,1999-01-01T00:00:00.000
12760,29,Leighton,1585,Fell,-87.5,34.58333,Point,877,Valid,H5,34.583330,-87.500000,1907-01-01T00:00:00.000
12765,,Leonovka,,Fell,32.85,52.26667,Point,700,Valid,L6,52.266670,32.850000,1900-01-01T00:00:00.000
12769,,Les Ormes,,Fell,3.25,48.35,Point,125,Valid,L6,48.350000,3.250000,1857-01-01T00:00:00.000
12772,,Lesves,,Fell,4.73333,50.36667,Point,2000,Valid,L6,50.366670,4.733330,1896-01-01T00:00:00.000
14646,,Lichtenberg,,Fell,26.18333,-26.15,Point,4000,Valid,H6,-26.150000,26.183330,1973-01-01T00:00:00.000
14650,,Lillaverke,,Fell,15.86667,56.65,Point,6862,Valid,H5,56.650000,15.866670,1930-01-01T00:00:00.000
14652,,Limerick,,Fell,-8.78333,52.56667,Point,50000,Valid,H5,52.566670,-8.783330,1813-01-01T00:00:00.000
14655,,Linum,,Fell,12.9,52.75,Point,1862,Valid,L6,52.750000,12.900000,1854-01-01T00:00:00.000
14659,,Lishui,,Fell,118.98333,31.63333,Point,498,Valid,L5,31.633330,118.983330,1978-01-01T00:00:00.000
14661,,Lissa,,Fell,14.85,50.2,Point,12800,Valid,L6,50.200000,14.850000,1808-01-01T00:00:00.000
14664,18,Little Piney,2171,Fell,-92.08333,37.91667,Point,491,Valid,L5,37.916670,-92.083330,1839-01-01T00:00:00.000
14670,,Lixna,,Fell,26.43333,56.0,Point,5213,Valid,H4,56.000000,26.433330,1820-01-01T00:00:00.000
14675,,Lodran,,Fell,71.8,29.53333,Point,1000,Valid,Lodranite,29.533330,71.800000,1868-01-01T00:00:00.000
14678,,Lohawat,,Fell,72.62667,26.96556,Point,40000,Valid,Howardite,26.965560,72.626670,1994-01-01T00:00:00.000
52843,40,Lorton,2770,Fell,-77.21163,38.70066,Point,329.7,Valid,L6,38.700660,-77.211630,2010-01-01T00:00:00.000
14708,,Los Martinez,,Fell,-0.83333,38.0,Point,25,Valid,L6,38.000000,-0.833330,1894-01-01T00:00:00.000
14711,20,Lost City,2711,Fell,-95.15,36.00833,Point,17000,Valid,H5,36.008330,-95.150000,1970-01-01T00:00:00.000
14716,36,Louisville,1327,Fell,-85.75,38.25,Point,1300,Valid,L6,38.250000,-85.750000,1977-01-01T00:00:00.000
14718,,Łowicz,,Fell,19.91667,52.0,Point,59000,Valid,Mesosiderite-A3,52.000000,19.916670,1935-01-01T00:00:00.000
14721,,Lua,,Fell,75.15,24.95,Point,9241,Valid,L5,24.950000,75.150000,1926-01-01T00:00:00.000
14724,,Lucé,,Fell,0.48333,47.85,Point,3500,Valid,L6,47.850000,0.483330,1768-01-01T00:00:00.000
14753,31,Lumpkin,1567,Fell,-84.76667,32.03333,Point,340,Valid,L6,32.033330,-84.766670,1869-01-01T00:00:00.000
14754,,Lunan,,Fell,103.3,24.8,Point,2520,Valid,H6,24.800000,103.300000,1980-01-01T00:00:00.000
14755,,Lundsgård,,Fell,13.03333,56.21667,Point,11000,Valid,L6,56.216670,13.033330,1889-01-01T00:00:00.000
14756,,Luotolax,,Fell,27.7,61.2,Point,885,Valid,Howardite,61.200000,27.700000,1813-01-01T00:00:00.000
14757,,Luponnas,,Fell,5.0,46.21667,Point,14000,Valid,H3-5,46.216670,5.000000,1753-01-01T00:00:00.000
14759,,Lusaka,,Fell,29.43333,-7.21667,Point,,Valid,Unknown,-7.216670,29.433330,1951-01-01T00:00:00.000
14764,,Mabwe-Khoywa,,Fell,97.0,19.0,Point,540,Valid,L5,19.000000,97.000000,1937-01-01T00:00:00.000
15370,,Macau,,Fell,-36.66667,-5.2,Point,1500,Valid,H5,-5.200000,-36.666670,1836-01-01T00:00:00.000
15371,,Machinga,,Fell,35.24222,-15.21222,Point,93200,Valid,L6,-15.212220,35.242220,1981-01-01T00:00:00.000
15372,,Macibini,,Fell,31.95,-28.83333,Point,1995,Valid,Eucrite-pmict,-28.833330,31.950000,1936-01-01T00:00:00.000
15379,,Madhipura,,Fell,86.36667,25.91667,Point,1000,Valid,L,25.916670,86.366670,1950-01-01T00:00:00.000
15380,,Madiun,,Fell,111.53333,-7.75,Point,400,Valid,L6,-7.750000,111.533330,1935-01-01T00:00:00.000
15382,,Madrid,,Fell,-3.71667,40.41667,Point,400,Valid,L6,40.416670,-3.716670,1896-01-01T00:00:00.000
15383,,Mafra,,Fell,-49.93333,-26.16667,Point,600,Valid,L3-4,-26.166670,-49.933330,1941-01-01T00:00:00.000
15386,,Magnesia,,Fell,27.51667,37.86667,Point,5000,Valid,"Iron, IAB-sHL",37.866670,27.516670,1899-01-01T00:00:00.000
15387,,Magombedze,,Fell,31.65,-19.48333,Point,666.6,Valid,H3-5,-19.483330,31.650000,1990-01-01T00:00:00.000
47361,,Mahadevpur,,Fell,95.78333,27.66667,Point,70500,Valid,H4/5,27.666670,95.783330,2007-01-01T00:00:00.000
30751,,Maigatari-Danduma,,Fell,9.38333,12.83333,Point,4629,Valid,H5/6,12.833330,9.383330,2004-01-01T00:00:00.000
15393,11,Malaga,611,Fell,-104.0,32.21667,Point,150,Valid,OC,32.216670,-104.000000,1933-01-01T00:00:00.000
15394,,Malakal,,Fell,31.75,9.5,Point,2000,Valid,L5,9.500000,31.750000,1970-01-01T00:00:00.000
15395,,Malampaka,,Fell,33.51667,-3.13333,Point,470,Valid,H,-3.133330,33.516670,1930-01-01T00:00:00.000
15397,,Malotas,,Fell,-63.23333,-28.93333,Point,,Valid,H5,-28.933330,-63.233330,1931-01-01T00:00:00.000
15400,,Malvern,,Fell,26.76667,-29.45,Point,807,Valid,Eucrite-pmict,-29.450000,26.766670,1933-01-01T00:00:00.000
15401,,Mamra Springs,,Fell,62.08333,45.21667,Point,1000,Valid,L6,45.216670,62.083330,1927-01-01T00:00:00.000
15402,,Manbhoom,,Fell,86.7,23.05,Point,1700,Valid,LL6,23.050000,86.700000,1863-01-01T00:00:00.000
15403,,Manegaon,,Fell,76.1,20.96667,Point,50,Valid,Diogenite,20.966670,76.100000,1843-01-01T00:00:00.000
15405,,Mangwendi,,Fell,31.6,-17.65,Point,22300,Valid,LL6,-17.650000,31.600000,1934-01-01T00:00:00.000
15409,,Manych,,Fell,44.63333,45.81667,Point,3555,Valid,LL3.4,45.816670,44.633330,1951-01-01T00:00:00.000
15414,,Mardan,,Fell,72.08333,34.23333,Point,4500,Valid,H5,34.233330,72.083330,1948-01-01T00:00:00.000
15418,,Maria Linden,,Fell,,,,114,Valid,L4,,,1925-01-01T00:00:00.000
15419,19,Mariaville,471,Fell,-99.38333,42.71667,Point,340,Valid,Iron,42.716670,-99.383330,1898-01-01T00:00:00.000
48973,,Maribo,,Fell,11.46745,54.76183,Point,25.81,Valid,CM2,54.761830,11.467450,2009-01-01T00:00:00.000
15421,,Maridi,,Fell,29.25,4.66667,Point,3200,Valid,H6,4.666670,29.250000,1941-01-01T00:00:00.000
15422,,Marilia,,Fell,-49.93333,-22.25,Point,2500,Valid,H4,-22.250000,-49.933330,1971-01-01T00:00:00.000
15424,16,Marion (Iowa),287,Fell,-91.6,41.9,Point,28400,Valid,L6,41.900000,-91.600000,1847-01-01T00:00:00.000
15426,,Marjalahti,,Fell,30.5,61.5,Point,45000,Valid,"Pallasite, PMG",61.500000,30.500000,1902-01-01T00:00:00.000
15429,,Marmande,,Fell,0.15,44.5,Point,3000,Valid,L5,44.500000,0.150000,1848-01-01T00:00:00.000
15430,,Maromandia,,Fell,48.1,-14.2,Point,6000,Valid,L6,-14.200000,48.100000,2002-01-01T00:00:00.000
15436,39,Maryville,2740,Fell,-84.1,35.8,Point,1443,Valid,L6,35.800000,-84.100000,1983-01-01T00:00:00.000
15438,,Mascombes,,Fell,1.86667,45.36667,Point,1000,Valid,L6,45.366670,1.866670,1836-01-01T00:00:00.000
53653,,Mason Gully,,Fell,0.0,0.0,Point,24.54,Valid,H5,0.000000,0.000000,2010-01-01T00:00:00.000
15443,,Mässing,,Fell,12.61667,48.13333,Point,1600,Valid,Howardite,48.133330,12.616670,1803-01-01T00:00:00.000
15446,,Mauerkirchen,,Fell,13.13333,48.18333,Point,19000,Valid,L6,48.183330,13.133330,1768-01-01T00:00:00.000
15447,,Mauritius,,Fell,57.0,-20.0,Point,220,Valid,L6,-20.000000,57.000000,1801-01-01T00:00:00.000
15451,,Mayo Belwa,,Fell,12.08333,8.96667,Point,4850,Valid,Aubrite,8.966670,12.083330,1974-01-01T00:00:00.000
15453,,Mazapil,,Fell,-101.68333,24.68333,Point,4000,Valid,"Iron, IAB-sLL",24.683330,-101.683330,1885-01-01T00:00:00.000
15454,,Maziba,,Fell,30.0,-1.21667,Point,4975,Valid,L6,-1.216670,30.000000,1942-01-01T00:00:00.000
15455,,Mbale,,Fell,34.16667,1.06667,Point,150000,Valid,L5/6,1.066670,34.166670,1992-01-01T00:00:00.000
15467,,Medanitos,,Fell,-67.5,-27.25,Point,31,Valid,Eucrite-cm,-27.250000,-67.500000,1953-01-01T00:00:00.000
15469,,Meerut,,Fell,77.8,29.01667,Point,22,Valid,H5,29.016670,77.800000,1861-01-01T00:00:00.000
15470,,Meester-Cornelis,,Fell,106.88333,-6.23333,Point,24750,Valid,H5,-6.233330,106.883330,1915-01-01T00:00:00.000
15485,,Menow,,Fell,13.15,53.18333,Point,10500,Valid,H4,53.183330,13.150000,1862-01-01T00:00:00.000
15486,,Menziswyl,,Fell,7.21817,46.81867,Point,28.9,Valid,L5,46.818670,7.218170,1903-01-01T00:00:00.000
15489,,Mern,,Fell,12.06667,55.05,Point,4000,Valid,L6,55.050000,12.066670,1878-01-01T00:00:00.000
15491,,Meru,,Fell,37.66667,0.0,Point,6000,Valid,LL6,0.000000,37.666670,1945-01-01T00:00:00.000
15492,,Merua,,Fell,81.98333,25.48333,Point,71400,Valid,H5,25.483330,81.983330,1920-01-01T00:00:00.000
15495,,Messina,,Fell,15.56667,38.18333,Point,2405,Valid,L5,38.183330,15.566670,1955-01-01T00:00:00.000
16626,,Meuselbach,,Fell,11.1,50.58333,Point,870,Valid,L6,50.583330,11.100000,1897-01-01T00:00:00.000
16627,,Mezel,,Fell,3.25,45.76667,Point,1300,Valid,L6,45.766670,3.250000,1949-01-01T00:00:00.000
16628,,Mezö-Madaras,,Fell,25.73333,46.5,Point,22700,Valid,L3.7,46.500000,25.733330,1852-01-01T00:00:00.000
16629,,Mhow,,Fell,83.61667,25.9,Point,350,Valid,L6,25.900000,83.616670,1827-01-01T00:00:00.000
16631,,Mianchi,,Fell,111.7,34.8,Point,1100,Valid,H5,34.800000,111.700000,1980-01-01T00:00:00.000
16632,,Middlesbrough,,Fell,-1.16667,54.56667,Point,1600,Valid,L6,54.566670,-1.166670,1881-01-01T00:00:00.000
52090,41,Mifflin,2996,Fell,-90.36556,42.9075,Point,3584,Valid,L5,42.907500,-90.365560,2010-01-01T00:00:00.000
16634,,Mighei,,Fell,30.96667,48.06667,Point,8000,Valid,CM2,48.066670,30.966670,1889-01-01T00:00:00.000
16635,,Mihonoseki,,Fell,133.22,35.56833,Point,6380,Valid,L6,35.568330,133.220000,1992-01-01T00:00:00.000
16636,,Mike,,Fell,17.53333,46.23333,Point,224.2,Valid,L6,46.233330,17.533330,1944-01-01T00:00:00.000
16640,,Milena,,Fell,16.1,46.18333,Point,10000,Valid,L6,46.183330,16.100000,1842-01-01T00:00:00.000
16643,,Millbillillie,,Fell,120.36667,-26.45,Point,330000,Valid,Eucrite-mmict,-26.450000,120.366670,1960-01-01T00:00:00.000
16645,15,Miller (Arkansas),11,Fell,-92.05,35.4,Point,16700,Valid,H5,35.400000,-92.050000,1930-01-01T00:00:00.000
16692,,Minamino,,Fell,136.93333,35.07833,Point,1040,Valid,L,35.078330,136.933330,1632-01-01T00:00:00.000
16696,,Mineo,,Fell,14.7,37.28333,Point,42,Valid,Pallasite,37.283330,14.700000,1826-01-01T00:00:00.000
16697,,Min-Fan-Zhun,,Fell,120.66667,32.33333,Point,5500,Valid,LL6,32.333330,120.666670,1952-01-01T00:00:00.000
16700,,Minnichhof,,Fell,16.6,47.7,Point,550,Valid,OC,47.700000,16.600000,1905-01-01T00:00:00.000
16701,,Mirzapur,,Fell,83.25,25.68333,Point,8510,Valid,L5,25.683330,83.250000,1910-01-01T00:00:00.000
16703,,Misshof,,Fell,23.0,56.66667,Point,5800,Valid,H5,56.666670,23.000000,1890-01-01T00:00:00.000
16707,,Mjelleim,,Fell,5.93333,61.73333,Point,100.7,Valid,H,61.733330,5.933330,1898-01-01T00:00:00.000
16709,,Mocs,,Fell,24.03333,46.8,Point,300000,Valid,L5-6,46.800000,24.033330,1882-01-01T00:00:00.000
16711,17,Modoc (1905),1290,Fell,-101.1,38.5,Point,35000,Valid,L6,38.500000,-101.100000,1905-01-01T00:00:00.000
16713,,Mokoia,,Fell,174.4,-39.63333,Point,4500,Valid,CV3,-39.633330,174.400000,1908-01-01T00:00:00.000
16715,,Molina,,Fell,-1.16667,38.11667,Point,144000,Valid,H5,38.116670,-1.166670,1858-01-01T00:00:00.000
16717,,Molteno,,Fell,26.46667,-31.25,Point,150,Valid,Howardite,-31.250000,26.466670,1953-01-01T00:00:00.000
16719,23,Monahans (1998),2957,Fell,-102.85833,31.60833,Point,2587,Valid,H5,31.608330,-102.858330,1998-01-01T00:00:00.000
16720,37,Monroe,636,Fell,-80.5,35.25,Point,8600,Valid,H4,35.250000,-80.500000,1849-01-01T00:00:00.000
16725,,Monte das Fortes,,Fell,-8.25,38.01667,Point,4885,Valid,L5,38.016670,-8.250000,1950-01-01T00:00:00.000
16726,,Monte Milone,,Fell,13.35,43.26667,Point,3130,Valid,L5,43.266670,13.350000,1846-01-01T00:00:00.000
16727,,Montferré,,Fell,1.9625,43.39056,Point,149000,Valid,H5,43.390560,1.962500,1923-01-01T00:00:00.000
16729,,Montlivault,,Fell,1.58333,47.63333,Point,500,Valid,L6,47.633330,1.583330,1838-01-01T00:00:00.000
16733,,Monze,,Fell,27.35,-15.96667,Point,,Valid,L6,-15.966670,27.350000,1950-01-01T00:00:00.000
16736,37,Moore County,2431,Fell,-79.38333,35.41667,Point,1880,Valid,Eucrite-cm,35.416670,-79.383330,1913-01-01T00:00:00.000
16737,,Mooresfort,,Fell,-8.33333,52.45,Point,3520,Valid,H5,52.450000,-8.333330,1810-01-01T00:00:00.000
16738,,Moorleah,,Fell,145.6,-40.975,Point,8887.5,Valid,L6,-40.975000,145.600000,1930-01-01T00:00:00.000
16740,,Moradabad,,Fell,78.83333,28.78333,Point,70,Valid,L6,28.783330,78.833330,1808-01-01T00:00:00.000
16742,,Morávka,,Fell,18.53333,49.6,Point,633,Valid,H5,49.600000,18.533330,2000-01-01T00:00:00.000
16747,,Mornans,,Fell,5.13333,44.6,Point,1300,Valid,H5,44.600000,5.133330,1875-01-01T00:00:00.000
36592,,Moss,,Fell,10.7,59.43333,Point,3763,Valid,CO3.6,59.433330,10.700000,2006-01-01T00:00:00.000
16759,,Moti-ka-nagla,,Fell,77.33333,26.83333,Point,1500,Valid,H6,26.833330,77.333330,1868-01-01T00:00:00.000
16762,,Motta di Conti,,Fell,8.5,45.2,Point,9150,Valid,H4,45.200000,8.500000,1868-01-01T00:00:00.000
16766,,Mount Browne,,Fell,141.7,-29.8,Point,11300,Valid,H6,-29.800000,141.700000,1902-01-01T00:00:00.000
16804,,Mount Tazerzait,,Fell,4.8,18.7,Point,110000,Valid,L5,18.700000,4.800000,1991-01-01T00:00:00.000
16805,,Mount Vaisi,,Fell,6.86667,44.08333,Point,17000,Valid,Stone-uncl,44.083330,6.866670,1637-01-01T00:00:00.000
16820,,Mtola,,Fell,33.5,-11.5,Point,1100,Valid,Stone-uncl,-11.500000,33.500000,1944-01-01T00:00:00.000
16841,,Muddoor,,Fell,77.01667,12.63333,Point,4400,Valid,L5,12.633330,77.016670,1865-01-01T00:00:00.000
16851,,Mulletiwu,,Fell,80.83333,9.33333,Point,25.5,Valid,L,9.333330,80.833330,1795-01-01T00:00:00.000
16874,,Muraid,,Fell,90.21667,24.5,Point,4703,Valid,L6,24.500000,90.216670,1924-01-01T00:00:00.000
16875,,Murchison,,Fell,145.2,-36.61667,Point,100000,Valid,CM2,-36.616670,145.200000,1969-01-01T00:00:00.000
16882,36,Murray,237,Fell,-88.1,36.6,Point,12600,Valid,CM2,36.600000,-88.100000,1950-01-01T00:00:00.000
16885,,Muzaffarpur,,Fell,85.53333,26.13333,Point,1245,Valid,"Iron, IAB-sHL",26.133330,85.533330,1964-01-01T00:00:00.000
16887,,Myhee Caunta,,Fell,72.63333,23.05,Point,,Valid,OC,23.050000,72.633330,1842-01-01T00:00:00.000
16889,,Nadiabondi,,Fell,1.0,12.0,Point,8165,Valid,H5,12.000000,1.000000,1956-01-01T00:00:00.000
16890,,Nagai,,Fell,140.06167,38.12167,Point,1810,Valid,L6,38.121670,140.061670,1922-01-01T00:00:00.000
16892,,Nagaria,,Fell,78.21667,26.98333,Point,20,Valid,Eucrite-cm,26.983330,78.216670,1875-01-01T00:00:00.000
16893,,Nagy-Borové,,Fell,19.5,49.16667,Point,6100,Valid,L5,49.166670,19.500000,1895-01-01T00:00:00.000
16898,,Nakhla,,Fell,30.35,31.31667,Point,10000,Valid,Martian (nakhlite),31.316670,30.350000,1911-01-01T00:00:00.000
16899,,Nakhon Pathom,,Fell,100.08333,13.73333,Point,23200,Valid,L6,13.733330,100.083330,1923-01-01T00:00:00.000
16902,,Nammianthal,,Fell,79.2,12.28333,Point,4500,Valid,H5,12.283330,79.200000,1886-01-01T00:00:00.000
16903,,Nan Yang Pao,,Fell,103.5,35.66667,Point,52900,Valid,L6,35.666670,103.500000,1917-01-01T00:00:00.000
16904,45,Nanjemoy,419,Fell,-77.16667,38.41667,Point,7500,Valid,H6,38.416670,-77.166670,1825-01-01T00:00:00.000
16907,,Nantong,,Fell,121.8,32.11667,Point,529,Valid,H6,32.116670,121.800000,1984-01-01T00:00:00.000
16908,,Naoki,,Fell,77.0,19.25,Point,17000,Valid,H6,19.250000,77.000000,1928-01-01T00:00:00.000
16909,,Naragh,,Fell,51.5,33.75,Point,2700,Valid,H6,33.750000,51.500000,1974-01-01T00:00:00.000
16912,,Narellan,,Fell,150.68889,-34.05,Point,367.5,Valid,L6,-34.050000,150.688890,1928-01-01T00:00:00.000
16914,,Narni,,Fell,12.51667,42.51667,Point,,Valid,Stone-uncl,42.516670,12.516670,0921-01-01T00:00:00.000
16922,,Nassirah,,Fell,165.9,-21.73333,Point,347,Valid,H4,-21.733330,165.900000,1936-01-01T00:00:00.000
16923,,Natal,,Fell,,,,1.4,Valid,Stone-uncl,,,1973-01-01T00:00:00.000
16927,,Nawapali,,Fell,83.66667,21.25,Point,105,Valid,CM2,21.250000,83.666670,1890-01-01T00:00:00.000
16934,,Neagari,,Fell,136.46528,36.44917,Point,420,Valid,L6,36.449170,136.465280,1995-01-01T00:00:00.000
16935,,Nedagolla,,Fell,83.48333,18.68333,Point,4500,Valid,"Iron, ungrouped",18.683330,83.483330,1870-01-01T00:00:00.000
16941,,Nejo,,Fell,35.33333,9.5,Point,2450,Valid,L6,9.500000,35.333330,1970-01-01T00:00:00.000
16945,,Nerft,,Fell,21.5,56.5,Point,10250,Valid,L6,56.500000,21.500000,1864-01-01T00:00:00.000
16950,,Neuschwanstein,,Fell,10.80833,47.525,Point,6189,Valid,EL6,47.525000,10.808330,2002-01-01T00:00:00.000
16953,38,New Concord,2615,Fell,-81.76667,40.0,Point,230000,Valid,L6,40.000000,-81.766670,1860-01-01T00:00:00.000
16954,,New Halfa,,Fell,35.68333,15.36667,Point,12000,Valid,L4,15.366670,35.683330,1994-01-01T00:00:00.000
16960,22,New Orleans,1667,Fell,-90.10976,29.94718,Point,19256,Valid,H5,29.947180,-90.109760,2003-01-01T00:00:00.000
16966,,Ngawi,,Fell,111.41667,-7.45,Point,1393,Valid,LL3.6,-7.450000,111.416670,1883-01-01T00:00:00.000
16968,,N'Goureyma,,Fell,-4.38333,13.85,Point,37500,Valid,"Iron, ungrouped",13.850000,-4.383330,1900-01-01T00:00:00.000
16970,,Nicorps,,Fell,-1.43333,49.03333,Point,,Valid,Stone-uncl,49.033330,-1.433330,1750-01-01T00:00:00.000
16974,,Niger (L6),,Fell,,,,3.3,Valid,L6,,,1967-01-01T00:00:00.000
16975,,Niger (LL6),,Fell,,,,3.3,Valid,LL6,,,1967-01-01T00:00:00.000
16976,,Nikolaevka,,Fell,78.63333,52.45,Point,3996,Valid,H4,52.450000,78.633330,1935-01-01T00:00:00.000
16977,,Nikolskoe,,Fell,37.33333,56.11667,Point,6000,Valid,L4,56.116670,37.333330,1954-01-01T00:00:00.000
16980,,Ningbo,,Fell,121.48333,29.86667,Point,14250,Valid,"Iron, IVA",29.866670,121.483330,1975-01-01T00:00:00.000
16981,,Ningqiang,,Fell,105.90667,32.925,Point,4610,Valid,C3-ung,32.925000,105.906670,1983-01-01T00:00:00.000
16982,,Nio,,Fell,131.56667,34.2,Point,467,Valid,H3-4,34.200000,131.566670,1897-01-01T00:00:00.000
16983,,N'Kandhla,,Fell,30.7,-28.56667,Point,17200,Valid,"Iron, IID",-28.566670,30.700000,1912-01-01T00:00:00.000
16984,49,Nobleborough,1683,Fell,-69.48333,44.08333,Point,2300,Valid,Eucrite-pmict,44.083330,-69.483330,1823-01-01T00:00:00.000
16985,35,Noblesville,2238,Fell,-86.055,40.08528,Point,483.7,Valid,H4-6,40.085280,-86.055000,1991-01-01T00:00:00.000
16988,,Nogata,,Fell,130.75,33.725,Point,472,Valid,L6,33.725000,130.750000,0861-01-01T00:00:00.000
16989,,Nogoya,,Fell,-59.83333,-32.36667,Point,4000,Valid,CM2,-32.366670,-59.833330,1879-01-01T00:00:00.000
16994,15,Norfork,10,Fell,-92.26667,36.21667,Point,1050,Valid,"Iron, IIIAB",36.216670,-92.266670,1918-01-01T00:00:00.000
17922,17,Norton County,1252,Fell,-99.86667,39.68333,Point,1100000,Valid,Aubrite,39.683330,-99.866670,1948-01-01T00:00:00.000
17930,,Noventa Vicentina,,Fell,11.52722,45.29167,Point,177,Valid,H4,45.291670,11.527220,1971-01-01T00:00:00.000
17933,,Novo-Urei,,Fell,46.0,54.81667,Point,1900,Valid,Ureilite,54.816670,46.000000,1886-01-01T00:00:00.000
17934,,Novy-Ergi,,Fell,31.33333,58.55,Point,,Valid,Stone-uncl,58.550000,31.333330,1662-01-01T00:00:00.000
17935,,Novy-Projekt,,Fell,22.0,56.0,Point,1001,Valid,OC,56.000000,22.000000,1908-01-01T00:00:00.000
17936,,Noyan-Bogdo,,Fell,102.46667,42.91667,Point,250,Valid,L6,42.916670,102.466670,1933-01-01T00:00:00.000
17938,,Nuevo Mercurio,,Fell,-102.13333,24.3,Point,50000,Valid,H5,24.300000,-102.133330,1978-01-01T00:00:00.000
17959,,Nulles,,Fell,0.75,41.63333,Point,5000,Valid,H6,41.633330,0.750000,1851-01-01T00:00:00.000
17960,,Numakai,,Fell,141.86667,43.33333,Point,363,Valid,H4,43.333330,141.866670,1925-01-01T00:00:00.000
17969,,Nyaung,,Fell,94.91667,21.20833,Point,737.6,Valid,"Iron, IIIAB",21.208330,94.916670,1939-01-01T00:00:00.000
17970,,Nyirábrany,,Fell,22.025,47.55,Point,1100,Valid,LL5,47.550000,22.025000,1914-01-01T00:00:00.000
17979,,Ochansk,,Fell,55.26667,57.78333,Point,500000,Valid,H4,57.783330,55.266670,1887-01-01T00:00:00.000
17988,,Oesede,,Fell,8.05,52.28333,Point,1400,Valid,H5,52.283330,8.050000,1927-01-01T00:00:00.000
17989,,Oesel,,Fell,23.0,58.5,Point,6000,Valid,L6,58.500000,23.000000,1855-01-01T00:00:00.000
17990,,Ofehértó,,Fell,22.03333,47.88333,Point,3750,Valid,L6,47.883330,22.033330,1900-01-01T00:00:00.000
17994,,Ogi,,Fell,130.2,33.28333,Point,14360,Valid,H6,33.283330,130.200000,1741-01-01T00:00:00.000
17995,,Ohaba,,Fell,23.58333,46.06667,Point,16250,Valid,H5,46.066670,23.583330,1857-01-01T00:00:00.000
17996,,Ohuma,,Fell,8.5,6.75,Point,7700,Valid,L5,6.750000,8.500000,1963-01-01T00:00:00.000
17997,,Ojuelos Altos,,Fell,-5.4,38.18333,Point,5850,Valid,L6,38.183330,-5.400000,1926-01-01T00:00:00.000
17998,,Okabe,,Fell,139.21667,36.18333,Point,194,Valid,H5,36.183330,139.216670,1958-01-01T00:00:00.000
18000,,Okano,,Fell,135.2,35.08333,Point,4742,Valid,"Iron, IIAB",35.083330,135.200000,1904-01-01T00:00:00.000
18002,,Okniny,,Fell,25.5,50.83333,Point,12000,Valid,LL6,50.833330,25.500000,1834-01-01T00:00:00.000
18009,,Oldenburg (1930),,Fell,8.16667,52.95,Point,16570,Valid,L6,52.950000,8.166670,1930-01-01T00:00:00.000
18012,,Oliva-Gandia,,Fell,-0.03333,39.0,Point,,Valid,Stone-uncl,39.000000,-0.033330,1520-01-01T00:00:00.000
18013,,Olivenza,,Fell,-7.06667,38.71667,Point,150000,Valid,LL5,38.716670,-7.066670,1924-01-01T00:00:00.000
18015,,Olmedilla de Alarcón,,Fell,-2.1,39.56667,Point,40000,Valid,H5,39.566670,-2.100000,1929-01-01T00:00:00.000
18019,,Omolon,,Fell,161.80833,64.02,Point,250000,Valid,"Pallasite, PMG",64.020000,161.808330,1981-01-01T00:00:00.000
18026,,Orgueil,,Fell,1.38333,43.88333,Point,14000,Valid,CI1,43.883330,1.383330,1864-01-01T00:00:00.000
34489,30,Orlando,1078,Fell,-81.36222,28.5475,Point,180,Valid,Eucrite,28.547500,-81.362220,2004-01-01T00:00:00.000
